cell	UMI_per_cell	total_reads	total_mapped	gene_mapped	mapped_reads_per_UMI
WASP0059060	1173	32470	23307	10988	19.8695652173913
WASP0059061	2831	84322	50978	24128	18.0070646414694
WASP0059062	475	15152	6423	2872	13.5221052631579
WASP0059063	1545	52002	25747	12078	16.6647249190939
WASP0059064	2163	53178	43596	16197	20.1553398058252
WASP0059065	494	10257	7632	3349	15.4493927125506
WASP0059066	836	50588	12055	5398	14.4198564593301
WASP0059067	646	31580	8613	3892	13.3328173374613
WASP0059068	1331	31796	32347	13562	24.3027798647633
WASP0059069	1065	38971	19439	8127	18.2525821596244
WASP0059070	838	28009	14312	6627	17.0787589498807
WASP0059071	1692	51989	28421	13216	16.7972813238771
WASP0059072	1609	42450	32002	15297	19.8893722809198
WASP0059073	4907	118518	102017	48794	20.7900957815366
WASP0059074	1432	66969	24276	11424	16.9525139664804
WASP0059075	457	20671	6175	2711	13.5120350109409
WASP0059076	662	15148	10507	4841	15.8716012084592
WASP0059077	780	135702	10429	4372	13.3705128205128
WASP0059078	649	13217	10369	4695	15.9768875192604
WASP0059079	434	15442	4413	1845	10.168202764977
WASP0059080	925	27679	14917	6914	16.1264864864865
WASP0059082	1623	54438	28513	13459	17.5680837954405
WASP0059083	876	23838	17631	7463	20.1267123287671
WASP0059084	1740	97017	40684	16856	23.3816091954023
WASP0059085	2756	165976	51702	24210	18.7597968069666
WASP0059086	1156	50603	18348	8405	15.8719723183391
WASP0059087	2589	68220	52734	24992	20.3684820393975
WASP0059088	685	35859	9988	4515	14.5810218978102
WASP0059089	257	7286	3540	1497	13.7743190661479
WASP0059090	583	74331	9888	4317	16.9605488850772
WASP0059091	3956	108575	80494	38485	20.3473205257836
WASP0059093	3852	137462	82951	39381	21.5345275181724
WASP0059094	3603	79425	75880	36257	21.060227588121
WASP0059095	861	34744	18885	8124	21.9337979094077
WASP0059096	853	31231	18838	7920	22.084407971864
WASP0059097	581	9464	3909	1673	6.72805507745267
WASP0059098	1496	40185	18173	8421	12.1477272727273
WASP0059099	2416	86895	39555	18366	16.3721026490066
WASP0059101	332	6229	1705	681	5.1355421686747
WASP0059102	3027	95979	52028	24552	17.187974892633
WASP0059103	1397	43556	21978	10212	15.7322834645669
WASP0059105	1898	72351	31264	14605	16.4720758693361
WASP0059106	2916	129884	44864	20884	15.3854595336077
WASP0059107	1752	91743	20450	9050	11.6723744292237
WASP0059108	588	13545	5552	2370	9.4421768707483
WASP0059109	1003	38431	13929	6369	13.8873379860419
WASP0059110	2808	124492	46457	21706	16.5445156695157
WASP0059111	1085	34971	12567	5656	11.5824884792627
WASP0059112	1840	74316	31134	14109	16.920652173913
WASP0059113	2230	98844	31573	14380	14.1582959641256
WASP0059114	1066	24099	16878	7778	15.8330206378987
WASP0059115	658	21529	8671	3928	13.177811550152
WASP0059116	1563	53037	22400	9922	14.3314139475368
WASP0059117	463	9229	4159	1681	8.98272138228942
WASP0059118	1372	41002	22618	10487	16.4854227405248
WASP0059119	1473	40651	23084	10105	15.6714188730482
WASP0059120	534	6967	4260	1894	7.97752808988764
WASP0059121	3012	114946	47911	22244	15.9067065073041
WASP0059122	1051	36676	17055	7934	16.2274024738344
WASP0059123	1086	23889	16357	7679	15.0616942909761
WASP0059124	2949	90830	47506	22251	16.1091895557816
WASP0059125	3839	113283	87563	41203	22.8088043761396
WASP0059126	1373	59576	22910	10273	16.6860888565186
WASP0059127	1271	37342	21546	9289	16.9520062942565
WASP0059128	1225	23266	20220	8194	16.5061224489796
WASP0059129	1167	41281	21297	9423	18.2493573264781
WASP0059130	3881	157514	56265	26186	14.4975521772739
WASP0059131	3808	101088	69124	32763	18.1523109243697
WASP0059132	3666	121272	63791	29777	17.4007092198582
WASP0059133	1245	30877	23430	10773	18.8192771084337
WASP0059134	3510	136919	63784	29873	18.1720797720798
WASP0059135	877	20970	11397	4573	12.9954389965792
WASP0059136	871	17618	9862	4465	11.3226176808266
WASP0059137	2235	89862	37137	17349	16.6161073825503
WASP0059138	2163	108585	34195	15426	15.8090614886731
WASP0059139	1210	27497	17684	8276	14.6148760330579
WASP0059140	2030	53887	41148	16293	20.2699507389163
WASP0059141	994	30919	14781	6804	14.8702213279678
WASP0059142	1455	39677	23055	10685	15.8453608247423
WASP0059143	2408	58829	49256	23605	20.4551495016611
WASP0059144	597	11508	5470	2359	9.16247906197655
WASP0059145	1341	34279	22323	10248	16.6465324384787
WASP0059146	5537	195047	110949	52810	20.0377460718801
WASP0059147	2600	70636	45204	21384	17.3861538461538
WASP0059148	1474	36902	26563	11050	18.0210312075984
WASP0059149	3152	81612	66521	31753	21.1043781725888
WASP0059150	710	18129	9920	4672	13.9718309859155
WASP0059151	1148	29637	20821	9726	18.1367595818815
WASP0059152	4959	123278	86862	41090	17.5160314579552
WASP0059153	2974	87436	68144	32671	22.9132481506389
WASP0059154	3960	148271	78030	36904	19.7045454545455
WASP0059155	3166	99628	55956	26455	17.6740366392925
WASP0059156	1753	54947	32990	14665	18.8191671420422
WASP0059157	1123	36889	14894	6684	13.2626892252894
WASP0059158	661	21332	8239	3745	12.464447806354
WASP0059159	4409	153650	79737	37912	18.085053300068
WASP0059160	3930	85395	77580	37074	19.7404580152672
WASP0059161	1293	32586	26626	12631	20.5924207269915
WASP0059162	352	12362	2861	1194	8.12784090909091
WASP0059163	527	16666	7571	3312	14.3662239089184
WASP0059164	2642	74581	51909	24583	19.6476154428463
WASP0059165	1171	22752	21090	9575	18.0102476515798
WASP0059166	1319	37113	22571	10563	17.1122062168309
WASP0059167	1391	40450	23523	11079	16.9108554996406
WASP0059169	4482	126606	88850	42125	19.8237394020527
WASP0059170	3288	114534	60277	28460	18.3324209245742
WASP0059171	3054	86501	62430	29795	20.4420432220039
WASP0059172	708	15577	10338	4733	14.6016949152542
WASP0059173	1268	26540	24055	10751	18.9708201892745
WASP0059174	735	16862	10526	4858	14.3210884353742
WASP0059175	1030	23386	18475	8721	17.9368932038835
WASP0059177	469	10689	3241	1305	6.91044776119403
WASP0059178	4222	108138	91301	43784	21.6250592136428
WASP0059179	1564	39854	32539	13541	20.8049872122762
WASP0059180	946	25738	17717	8273	18.7283298097252
WASP0059181	385	8216	4491	1814	11.6649350649351
WASP0059182	1798	32698	35305	16845	19.6357063403782
WASP0059183	2130	42335	47646	17449	22.369014084507
WASP0059184	173	4254	2971	1250	17.1734104046243
WASP0059185	689	54079	9203	4213	13.3570391872279
WASP0059186	1588	35975	33155	13081	20.8784634760705
WASP0059187	1132	28177	20230	8963	17.8710247349823
WASP0059188	991	23873	18714	7728	18.8839556004036
WASP0059189	1187	25229	26132	12365	22.0151642796967
WASP0059190	337	7625	4870	2182	14.4510385756677
WASP0059191	3835	83095	77243	36928	20.1415906127771
WASP0059192	241	12028	4004	1779	16.6141078838174
WASP0059193	1689	64618	40490	18337	23.9727649496744
WASP0059194	838	32947	13205	6045	15.7577565632458
WASP0059195	3271	122625	64298	30355	19.6569856313054
WASP0059196	692	33094	9677	4277	13.9841040462428
WASP0059197	1579	91588	27876	12642	17.6542115262825
WASP0059198	1308	41674	27292	11254	20.8654434250765
WASP0059199	2003	66611	33370	14204	16.6600099850225
WASP0059202	989	32789	14777	6798	14.9413549039434
WASP0059203	1080	46818	15629	7025	14.4712962962963
WASP0059204	1787	58094	35278	12923	19.7414661443761
WASP0059205	1267	163386	17655	6987	13.9344909234412
WASP0059206	2127	116427	37102	17081	17.4433474377057
WASP0059207	6126	256526	116088	54616	18.9500489715965
WASP0059208	1336	67824	24426	11328	18.2829341317365
WASP0059209	1485	36939	31264	14983	21.0531986531987
WASP0059210	1298	88950	19547	8914	15.0593220338983
WASP0059211	2393	111382	47891	22458	20.0129544504806
WASP0059213	1229	37467	18700	8785	15.2156224572823
WASP0059214	1989	55944	43804	16733	22.0231271995978
WASP0059215	588	16768	6965	3092	11.8452380952381
WASP0059216	1498	54439	23123	10753	15.435914552737
WASP0059217	2360	63195	52376	24831	22.1932203389831
WASP0059218	1585	69566	27129	12653	17.1160883280757
WASP0059219	2306	33348	25573	11639	11.0897658282741
WASP0059220	1254	37322	27032	11454	21.5566188197767
WASP0059221	2154	82044	43433	20540	20.1638811513463
WASP0059222	1134	50045	20589	9616	18.1560846560847
WASP0059223	1299	41250	27171	12787	20.9168591224019
WASP0059224	2246	108369	44275	20821	19.7128227960819
WASP0059225	1258	33933	31944	15196	25.3926868044515
WASP0059226	1671	51724	36745	17497	21.9898264512268
WASP0059227	3701	130941	76202	36138	20.5895703863821
WASP0059228	2720	73122	57780	27632	21.2426470588235
WASP0059229	497	147433	8566	3480	17.2354124748491
WASP0059230	2338	83605	60747	26326	25.9824636441403
WASP0059231	2109	147746	34737	15638	16.4708392603129
WASP0059232	1111	29128	22017	9142	19.8172817281728
WASP0059234	888	68910	16017	6874	18.0371621621622
WASP0059235	674	39133	11936	5168	17.7091988130564
WASP0059236	1862	54152	36950	14033	19.84425349087
WASP0059237	1339	55203	25957	10545	19.3853622106049
WASP0059238	2085	105488	50357	18796	24.1520383693046
WASP0059239	780	45110	11565	5168	14.8269230769231
WASP0059241	1823	44457	39048	18269	21.4196379594076
WASP0059242	6730	194932	171866	82829	25.5372956909361
WASP0059243	2286	71123	56396	24081	24.6701662292214
WASP0059244	2043	51950	43542	20813	21.3127753303965
WASP0059245	3569	214844	80000	38029	22.4152423648081
WASP0059246	1062	34916	19637	9184	18.4905838041431
WASP0059247	785	19291	9212	4221	11.7350318471338
WASP0059248	1162	32864	25785	11960	22.1901893287435
WASP0059249	292	10415	2646	1082	9.06164383561644
WASP0059250	1324	67770	25138	11357	18.9864048338369
WASP0059251	1571	41250	28362	13276	18.053469127944
WASP0059252	735	22092	12249	5728	16.665306122449
WASP0059253	1427	72458	31890	12816	22.3475823405746
WASP0059254	1134	28665	26135	11832	23.0467372134039
WASP0059255	1016	36795	17873	8425	17.5915354330709
WASP0059256	1269	47366	25745	11963	20.2876280535855
WASP0059257	607	13712	11054	5185	18.2108731466227
WASP0059258	947	50929	15203	6801	16.0538542766631
WASP0059259	3040	93073	62919	29875	20.6970394736842
WASP0059260	405	11578	6429	2907	15.8740740740741
WASP0059261	1911	68421	42945	20356	22.4725274725275
WASP0059262	1264	42512	28361	11238	22.4375
WASP0059263	1553	52821	32574	15353	20.9748873148744
WASP0059264	1619	51488	38021	18148	23.4842495367511
WASP0059265	1399	36655	32757	15665	23.4145818441744
WASP0059266	1675	130832	29357	13182	17.5265671641791
WASP0059267	581	32923	10336	4826	17.790017211704
WASP0059268	931	25364	19517	9319	20.9634801288937
WASP0059269	1301	192333	25505	11485	19.6041506533436
WASP0059270	738	24464	10331	4686	13.9986449864499
WASP0059271	1904	48605	48344	18430	25.390756302521
WASP0059272	1311	37564	19927	9172	15.1998474446987
WASP0059274	2107	84190	44820	21409	21.2719506407214
WASP0059275	718	25085	12322	5720	17.1615598885794
WASP0059276	1864	118758	53557	22252	28.7322961373391
WASP0059277	1547	156489	32554	14293	21.0433096315449
WASP0059278	2777	72732	64839	31127	23.3485776017285
WASP0059279	490	22936	7873	3499	16.0673469387755
WASP0059280	688	45482	10846	4840	15.7645348837209
WASP0059281	290	8770	5370	2279	18.5172413793103
WASP0059282	345	119726	4407	1547	12.7739130434783
WASP0059283	352	44324	3630	1376	10.3125
WASP0059284	329	8143	2559	1048	7.77811550151976
WASP0059285	455	73051	5524	2239	12.1406593406593
WASP0059286	212	10039	2269	945	10.7028301886792
WASP0059287	274	31921	2954	1080	10.7810218978102
WASP0059288	168	22639	2810	1174	16.7261904761905
WASP0059289	762	22690	13559	6330	17.7939632545932
WASP0059290	6676	245450	136481	64728	20.443529059317
WASP0059291	826	26750	14156	6536	17.138014527845
WASP0059292	306	5682	2278	871	7.44444444444445
WASP0059293	1551	67931	28606	13045	18.4435847840103
WASP0059294	7270	332593	131237	61457	18.0518569463549
WASP0059295	1378	45210	25180	9866	18.2728592162554
WASP0059297	394	7760	2246	925	5.7005076142132
WASP0059298	1802	49307	32058	12849	17.7902330743618
WASP0059299	1167	43908	17885	8289	15.3256212510711
WASP0059300	1215	29496	19701	9243	16.2148148148148
WASP0059301	1515	63010	19449	8842	12.8376237623762
WASP0059302	2139	80367	35403	16495	16.5511921458626
WASP0059304	2537	72039	54318	25735	21.4103271580607
WASP0059305	957	33169	15165	6898	15.846394984326
WASP0059306	1265	33709	19671	9210	15.5501976284585
WASP0059307	708	14316	6612	2928	9.33898305084746
WASP0059308	2016	46837	23082	10569	11.4494047619048
WASP0059309	2593	61190	61210	23126	23.6058619359815
WASP0059310	2261	67691	47767	22723	21.1264927023441
WASP0059311	1625	38782	32948	15512	20.2756923076923
WASP0059312	1677	43480	35775	16954	21.3327370304114
WASP0059313	3148	120489	61980	28964	19.6886912325286
WASP0059314	815	26134	15059	7005	18.4773006134969
WASP0059315	2640	97940	48990	22928	18.5568181818182
WASP0059316	1332	34226	23722	11101	17.8093093093093
WASP0059317	2220	55489	48607	20900	21.895045045045
WASP0059318	1105	31436	21926	9964	19.8425339366516
WASP0059319	1917	59067	40139	15820	20.9384454877413
WASP0059320	2584	107471	42478	19217	16.4388544891641
WASP0059321	1449	51165	23094	10781	15.9378881987578
WASP0059322	3431	103100	84015	35661	24.4870300204022
WASP0059323	2029	60862	34524	16234	17.0152784622967
WASP0059324	1601	41766	26780	12430	16.7270455965022
WASP0059325	771	21848	14311	6705	18.5616083009079
WASP0059326	966	28380	18276	7902	18.9192546583851
WASP0059327	1121	28716	21213	9999	18.9232827832293
WASP0059328	1923	49569	45778	18004	23.8055122204888
WASP0059329	1634	52755	33702	13859	20.625458996328
WASP0059330	1540	49217	29183	13599	18.95
WASP0059331	1667	43538	37439	16340	22.4589082183563
WASP0059332	704	20514	12397	5626	17.609375
WASP0059333	515	12498	4029	1700	7.82330097087379
WASP0059334	800	20676	11244	5170	14.055
WASP0059335	2059	83440	48182	22826	23.4006799417193
WASP0059336	1843	42734	39430	18764	21.3944655453066
WASP0059337	1946	52513	34751	16279	17.8576567317575
WASP0059338	409	11213	4095	1694	10.0122249388753
WASP0059339	1359	31121	25525	9355	18.7821927888153
WASP0059340	2503	78779	54925	26013	21.9436675988813
WASP0059341	907	28790	18133	8493	19.9922822491731
WASP0059342	1790	54706	37291	17763	20.8329608938548
WASP0059343	1008	30024	19139	8858	18.9871031746032
WASP0059344	959	10803	6280	2695	6.54848800834202
WASP0059345	2700	83860	54544	25770	20.2014814814815
WASP0059346	699	21220	8933	3718	12.7796852646638
WASP0059347	2104	63985	37176	17389	17.6692015209126
WASP0059348	1154	42361	17525	7969	15.186308492201
WASP0059349	2646	78901	56727	26974	21.4387755102041
WASP0059350	948	40437	14514	6616	15.3101265822785
WASP0059351	2082	57130	44979	21443	21.6037463976945
WASP0059352	1121	26149	23902	11212	21.3220338983051
WASP0059353	1567	71614	28945	13083	18.4716017868539
WASP0059354	908	26181	17855	8399	19.6640969162996
WASP0059355	699	17459	11039	5133	15.7925608011445
WASP0059356	2062	55056	56584	26498	27.4413191076625
WASP0059357	2311	57546	49152	23544	21.2687148420597
WASP0059358	1232	21861	14509	6834	11.7767857142857
WASP0059359	950	19214	16481	7484	17.3484210526316
WASP0059361	1233	32391	24363	11259	19.7591240875912
WASP0059362	1033	45401	19437	9117	18.8160696999032
WASP0059363	579	21292	9541	4486	16.4784110535406
WASP0059364	1720	47383	31116	14726	18.0906976744186
WASP0059365	979	18930	19098	7663	19.5076608784474
WASP0059366	2678	65715	53806	25801	20.091859596714
WASP0059367	1067	24526	16017	7495	15.0112464854733
WASP0059368	185	5070	2965	1294	16.027027027027
WASP0059369	1348	33474	23759	10160	17.6253709198813
WASP0059370	468	29880	5885	2530	12.5747863247863
WASP0059371	1074	38941	21160	9196	19.7020484171322
WASP0059372	909	23379	15749	7369	17.3256325632563
WASP0059373	1069	22132	25694	10887	24.0355472404116
WASP0059374	2563	54026	57795	27744	22.5497463909481
WASP0059375	3283	76825	78737	37793	23.9832470301554
WASP0059377	289	33202	4108	1790	14.2145328719723
WASP0059378	940	17383	6717	2831	7.14574468085106
WASP0059381	247	5900	2801	1146	11.3400809716599
WASP0059382	199	4278	2108	868	10.5929648241206
WASP0059383	396	12178	7884	3514	19.9090909090909
WASP0060001	1091	91247	7053	2668	6.4647112740605
WASP0060002	758	54626	3786	1374	4.99472295514512
WASP0060003	715	53084	4332	1589	6.05874125874126
WASP0060004	801	71571	4886	1809	6.09987515605493
WASP0060005	769	223074	7790	2264	10.1300390117035
WASP0060006	617	59986	3748	1232	6.07455429497569
WASP0060007	1034	117330	6153	2103	5.95067698259188
WASP0060008	304	52005	1689	488	5.55592105263158
WASP0060009	583	23942	3431	1381	5.88507718696398
WASP0060010	2107	103635	12158	4742	5.7702895111533
WASP0060011	5881	239989	32948	13461	5.60244856316953
WASP0060012	1822	78822	10351	4005	5.68111964873765
WASP0060013	946	593820	20476	5863	21.6448202959831
WASP0060014	1556	282839	12744	4244	8.19023136246787
WASP0060015	2111	259637	15768	5686	7.46944576030317
WASP0060016	1577	180050	11323	3978	7.18008877615726
WASP0060017	1671	47991	6478	2671	3.87672052663076
WASP0060018	4905	313405	29623	11869	6.03934760448522
WASP0060019	1748	229346	13885	4885	7.94336384439359
WASP0060020	700	35845	3417	1326	4.88142857142857
WASP0060021	1451	106934	8450	2842	5.82356995175741
WASP0060022	1509	63967	8357	3373	5.53810470510272
WASP0060023	1594	91218	9056	3449	5.68130489335006
WASP0060024	2765	167512	15297	5959	5.53236889692586
WASP0060025	2219	62882	12743	5453	5.74267688147814
WASP0060026	1672	117077	10539	4058	6.30322966507177
WASP0060027	754	34774	3685	1446	4.88726790450928
WASP0060028	863	41314	4546	1727	5.26767091541136
WASP0060029	1717	134795	10215	3848	5.94933022714036
WASP0060030	1197	120515	7099	2434	5.93065998329156
WASP0060031	680	46971	3118	1131	4.58529411764706
WASP0060032	2339	280433	18211	6707	7.78580589995725
WASP0060033	2432	80954	15407	6711	6.33511513157895
WASP0060034	1187	38431	6910	2880	5.82139848357203
WASP0060035	2295	151848	13206	5023	5.75424836601307
WASP0060036	2300	88124	13836	5713	6.01565217391304
WASP0060037	1508	936746	31051	8638	20.5908488063661
WASP0060038	1180	223817	8806	2672	7.46271186440678
WASP0060039	2448	158612	15949	6277	6.51511437908497
WASP0060040	1663	58685	10373	4439	6.23752254960914
WASP0060041	3549	119552	20703	8814	5.8334742180896
WASP0060042	1410	204881	10729	3824	7.60921985815603
WASP0060043	1245	150487	9234	3291	7.41686746987952
WASP0060044	3805	125679	20095	8266	5.28120893561104
WASP0060045	1018	126705	6518	2164	6.40275049115914
WASP0060046	1695	170838	12597	4755	7.43185840707965
WASP0060047	1570	141577	10768	4058	6.85859872611465
WASP0060048	2897	131276	17208	7204	5.93993786675872
WASP0060049	4037	150035	24069	10189	5.96210056973
WASP0060050	1569	98107	9423	3719	6.0057361376673
WASP0060051	1365	105285	8675	3347	6.35531135531136
WASP0060052	1293	39848	7585	3210	5.8662026295437
WASP0060053	2635	400871	24414	8116	9.26527514231499
WASP0060054	1840	92121	10078	4019	5.47717391304348
WASP0060055	2461	100005	14462	6013	5.87647297846404
WASP0060056	3377	152085	19810	8331	5.86615339058336
WASP0060057	781	38457	3875	1497	4.96158770806658
WASP0060058	1808	99969	10891	4313	6.02378318584071
WASP0060059	4556	122637	23002	10045	5.04872695346796
WASP0060060	1375	46508	8863	3783	6.44581818181818
WASP0060061	1531	103579	9898	3752	6.46505551926845
WASP0060062	1460	72172	9074	3683	6.21506849315069
WASP0060063	2690	149049	15430	6225	5.7360594795539
WASP0060064	2672	133691	15719	6547	5.88285928143713
WASP0060065	1365	31811	8958	3919	6.56263736263736
WASP0060066	9305	327492	54627	23729	5.87071466953251
WASP0060067	1204	88169	7992	3192	6.63787375415282
WASP0060068	1315	54185	8004	3359	6.08669201520913
WASP0060069	537	61925	3222	1066	6
WASP0060070	1491	65505	9510	3980	6.37826961770624
WASP0060071	2165	86764	11661	4835	5.38614318706698
WASP0060072	695	38554	4533	1822	6.52230215827338
WASP0060073	2066	83552	9085	3364	4.3973862536302
WASP0060074	1673	118822	10983	4309	6.56485355648536
WASP0060075	1127	73302	6886	2691	6.11002661934339
WASP0060076	1403	51116	7584	3216	5.40555951532431
WASP0060077	1657	334681	14648	4785	8.84007242003621
WASP0060079	4455	169350	27664	12126	6.20965207631874
WASP0060080	1678	75087	9968	4084	5.9404052443385
WASP0060081	1540	51523	9064	3782	5.88571428571429
WASP0060082	1111	84958	7694	2959	6.92529252925293
WASP0060083	2335	90346	13354	5612	5.71905781584582
WASP0060084	777	160737	7231	2287	9.30630630630631
WASP0060085	1057	707443	23930	6932	22.639545884579
WASP0060086	3721	171921	21860	9105	5.8747648481591
WASP0060087	1105	43432	7097	3020	6.42262443438914
WASP0060088	2983	175559	19566	8046	6.55916862219242
WASP0060089	1776	67359	10635	4474	5.98817567567568
WASP0060090	1062	198031	9405	3252	8.85593220338983
WASP0060091	1937	110474	12226	5025	6.31182240578214
WASP0060092	957	29319	3986	1643	4.16509926854755
WASP0060093	2186	204015	16008	6180	7.32296431838975
WASP0060094	1024	39204	6208	2617	6.0625
WASP0060095	3453	116774	22644	10076	6.55777584708949
WASP0060096	814	43007	5413	2264	6.64987714987715
WASP0060097	547	18657	2954	1170	5.40036563071298
WASP0060098	755	75340	4479	1536	5.93245033112583
WASP0060099	345	25387	1690	556	4.89855072463768
WASP0060100	594	22907	3237	1257	5.44949494949495
WASP0060101	477	15545	2441	1014	5.11740041928721
WASP0060102	666	35109	3793	1443	5.6951951951952
WASP0060103	426	22021	1902	578	4.46478873239437
WASP0060104	107	4042	503	183	4.70093457943925
WASP0060105	5953	183962	35005	14972	5.88022845624055
WASP0060106	3267	120678	17142	7019	5.24701561065198
WASP0060107	1228	50944	6572	2655	5.35179153094463
WASP0060108	3273	122669	17697	7188	5.40696608615949
WASP0060109	1330	47976	6863	2740	5.16015037593985
WASP0060110	1147	33223	5529	2132	4.8204010462075
WASP0060111	1981	58617	10557	4388	5.32912670368501
WASP0060112	880	24926	4417	1828	5.01931818181818
WASP0060113	2065	96534	10511	4036	5.09007263922518
WASP0060114	1862	63566	10678	4412	5.73469387755102
WASP0060115	4943	220165	28508	11692	5.76734776451548
WASP0060116	5048	275001	26144	10195	5.17908082408875
WASP0060117	657	19030	3396	1338	5.1689497716895
WASP0060118	985	43208	5882	2347	5.97157360406091
WASP0060119	1944	65771	11453	4894	5.8914609053498
WASP0060120	2271	92629	13001	5362	5.72479084103919
WASP0060121	1425	59476	6865	2704	4.81754385964912
WASP0060122	1466	62176	8250	3221	5.62755798090041
WASP0060123	1221	39019	6552	2603	5.36609336609337
WASP0060124	1576	43391	9489	4020	6.02093908629442
WASP0060125	1928	71430	10843	4440	5.62396265560166
WASP0060126	1092	34405	6433	2626	5.89102564102564
WASP0060127	1276	54973	7476	3029	5.858934169279
WASP0060128	1426	43837	8344	3460	5.85133239831697
WASP0060129	7431	304484	41017	17254	5.51971470865294
WASP0060130	3168	129277	16945	6824	5.34880050505051
WASP0060131	729	23994	2974	1140	4.07956104252401
WASP0060132	1544	47440	9051	3782	5.86204663212435
WASP0060133	848	34912	4528	1761	5.33962264150943
WASP0060134	2837	101915	17846	7509	6.29044765597462
WASP0060135	917	32747	5099	1937	5.56052344601963
WASP0060136	3026	99896	18739	8008	6.19266358228685
WASP0060137	1487	55876	8460	3491	5.68930733019502
WASP0060138	1336	44425	7841	3274	5.8690119760479
WASP0060139	1494	56029	8235	2748	5.51204819277108
WASP0060140	1546	52851	9049	3781	5.85316946959897
WASP0060141	2957	107166	17113	7223	5.78728440987487
WASP0060142	8818	256435	66424	29546	7.53277387162622
WASP0060143	877	29745	4863	1981	5.54503990877993
WASP0060144	2019	58998	11518	4654	5.70480435859336
WASP0060145	1758	72150	9834	3985	5.5938566552901
WASP0060146	3477	106060	21452	9433	6.16968651136037
WASP0060147	3677	137442	20430	8528	5.55615991297253
WASP0060148	2489	74315	14563	6270	5.85094415427883
WASP0060149	1514	48837	8364	3468	5.52443857331572
WASP0060150	852	23399	4965	2069	5.82746478873239
WASP0060151	885	39329	4632	1803	5.23389830508475
WASP0060152	1798	49308	10624	4496	5.90878754171301
WASP0060153	1408	107733	8826	3396	6.26846590909091
WASP0060154	2012	80727	11369	4717	5.65059642147117
WASP0060156	461	22215	2004	734	4.3470715835141
WASP0060157	2123	58001	12936	5528	6.09326424870466
WASP0060158	832	36209	4247	1702	5.10456730769231
WASP0060159	1316	52158	6728	2598	5.11246200607903
WASP0060160	2492	89689	16115	6548	6.46669341894061
WASP0060161	1661	97310	9425	3809	5.6742925948224
WASP0060162	1086	59951	6116	2404	5.6316758747698
WASP0060163	2462	103917	13935	5762	5.66003249390739
WASP0060164	935	43773	4550	1762	4.86631016042781
WASP0060165	3322	96973	21666	9502	6.52197471402769
WASP0060166	1428	41734	7832	3257	5.48459383753501
WASP0060167	3738	139439	21956	9319	5.87372926698769
WASP0060168	2441	56328	16777	7431	6.87300286767718
WASP0060169	672	52689	3535	1160	5.26041666666667
WASP0060170	1757	88354	10449	4332	5.94706886738759
WASP0060171	478	19734	2221	826	4.64644351464435
WASP0060172	1289	49207	7042	2925	5.46314972847168
WASP0060173	927	28860	5397	2241	5.82200647249191
WASP0060174	855	40473	4906	1994	5.73801169590643
WASP0060175	1743	59215	9884	4156	5.6706827309237
WASP0060176	360	12026	1593	586	4.425
WASP0060177	1546	59864	9490	4006	6.13842173350582
WASP0060178	2197	107058	13380	5681	6.09012289485662
WASP0060179	8174	283178	50455	22398	6.17262050403719
WASP0060180	2126	78420	13039	5656	6.13311382878645
WASP0060181	791	25846	3804	1578	4.80910240202276
WASP0060182	411	10862	1965	739	4.78102189781022
WASP0060183	917	34581	6078	2517	6.62813522355507
WASP0060184	491	17649	3391	1417	6.90631364562118
WASP0060185	1448	62277	8870	3799	6.12569060773481
WASP0060186	2667	68089	11281	4831	4.22984626921635
WASP0060187	2750	74530	17952	8081	6.528
WASP0060188	1702	64888	9638	4098	5.66274970622797
WASP0060189	1145	36857	6921	3031	6.04454148471616
WASP0060190	851	26501	4820	2032	5.66392479435958
WASP0060191	1006	29503	6216	2722	6.17892644135189
WASP0060192	338	17364	2256	934	6.67455621301775
WASP0060193	457	45523	2230	795	4.87964989059081
WASP0060194	4106	179073	22899	9446	5.57696054554311
WASP0060195	1572	69225	9430	3899	5.99872773536896
WASP0060196	2545	125199	14910	6131	5.85854616895874
WASP0060197	1603	186464	11329	4117	7.06737367436057
WASP0060198	3642	163594	19980	8239	5.48599670510708
WASP0060199	5343	256927	30597	12584	5.72655811341943
WASP0060200	359	46646	1843	595	5.13370473537604
WASP0060201	539	18077	2867	1189	5.31910946196661
WASP0060202	1525	80345	8143	3259	5.33967213114754
WASP0060203	622	40154	3116	1147	5.0096463022508
WASP0060204	542	25851	2619	929	4.83210332103321
WASP0060205	1773	496875	21671	7186	12.2227862380147
WASP0060206	1884	269186	14191	5099	7.53237791932059
WASP0060207	3373	346460	23703	9030	7.02727542247258
WASP0060208	1529	144462	10015	3686	6.55003270111184
WASP0060210	1104	123730	7383	2593	6.6875
WASP0060211	2889	240218	19152	7333	6.62928348909657
WASP0060212	2055	87841	11138	4749	5.41995133819951
WASP0060213	2400	109797	13906	5766	5.79416666666667
WASP0060214	2355	91619	12334	5160	5.23736730360934
WASP0060215	1362	66319	7649	3094	5.61600587371513
WASP0060216	2079	99675	13169	5420	6.33429533429534
WASP0060217	4784	194426	24596	10080	5.14130434782609
WASP0060218	2624	126985	15024	6152	5.72560975609756
WASP0060219	995	37759	5344	2234	5.37085427135678
WASP0060220	1148	51158	6279	2518	5.46951219512195
WASP0060221	1482	99093	8850	3507	5.97165991902834
WASP0060222	4571	206141	26913	11192	5.8877707285058
